"configuration","problem","model","data_file","status","time","objective","baseMem","flatBoolConstraints","boolVariables","flatIntConstraints","trailMem","userDecisions","variables","eliminatedImplications","peakMem","solveTime","run","flatBoolVars","flatTime","evaluatedReifiedConstraints","method","peakDepth","propagations","failures","intVariables","blockType","flatIntVars","evaluatedHalfReifiedConstraints","nSolutions","restarts","objectiveBound","paths","propagators","oracleDecisions","unifiedVariables","extractedViews","intVars","randomSeed","solutions","initTime","backjumps","nogoods","nodes"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","UNKNOWN","1200.58481580019","","","9585","","31769","","4494074","","54","","1198.549511","results_rect","29781","1.12844","20250","satisfy","19","167908556","4483971","135","complete","11022","108","0","0","","0","626","0","0","31131","","","","0.318287","","",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_true.dzn","SATISFIED","52.096319111064076","","0.0","407","16500","1182","0.05","","16636","44","0.0","51.618","results_rect","1144","0.139514","1012","satisfy","26","181971389","374587","","","111","88","1","0","","0","2139","","","","134","-940662887","","0.028","17383","374587","391997"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_true.dzn","ALL_SOLUTIONS","431.9910343596712","0","","138","645","271","","","","92","","431.408","results_rect","184","0.093321","","satisfy","","575959965","6160289","","","117","184","1","","0","0","","","","","","","","","","",""
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp22_false.dzn","SATISFIED","71.56420654989779","","","4956","","16839","","396284","","42","","70.386474","results_rect","15498","0.586641","10584","satisfy","20","15585746","395660","103","complete","5905","84","1","0","","0","447","0","0","16380","","","","0.160024","","",""
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_false.dzn","SATISFIED","766.0485572973266","","","12296","","40639","","1966892","","58","","763.565808","results_rect","38222","1.33504","25984","satisfy","3007","137873742","2585994","151","complete","14077","116","1","57445","","0","723","1250057","0","39904","","","","0.401533","","",""
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_false.dzn","SATISFIED","14.485978514887393","","","5764","","19460","","45314","","44","","13.235631","results_rect","17996","0.660853","12276","satisfy","915","3616780","78207","109","complete","6803","88","1","1837","","0","484","49012","0","18964","","","","0.180392","","",""
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","SATISFIED","2.6874840147793293","","","3312","","11390","","10237","","36","","1.767946","results_rect","10368","0.427112","7092","satisfy","270","599375","14320","85","complete","4015","72","1","291","","0","362","5616","0","11016","","","","0.11445","","",""
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_false.dzn","SATISFIED","63.52256769128144","","","12296","","40639","","156573","","58","","60.767375","results_rect","38222","1.43255","25984","satisfy","2494","12746130","235921","151","complete","14077","116","1","1845","","0","723","105774","0","39904","","","","0.404441","","",""
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_false.dzn","SATISFIED","6.815147722139955","","","7344","","24610","","19033","","48","","5.191755","results_rect","22896","0.837766","15600","satisfy","194","1427045","23674","121","complete","8575","96","1","763","","0","550","14235","0","24048","","","","0.239701","","",""
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","3.362987528555095","","","2934","","10085","","24758","","36","","2.632473","results_rect","9162","0.37037","6264","satisfy","19","908237","24688","81","complete","3561","72","1","0","","0","335","0","0","9738","","","","0.097846","","",""
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","SATISFIED","13.919534756802022","","","11745","","38729","","41112","","58","","11.417568","results_rect","36453","1.30984","24766","satisfy","725","3008106","53608","147","complete","13406","116","1","1295","","0","698","27007","0","38019","","","","0.389309","","",""
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","SATISFIED","62.33337342273444","","","9585","","31769","","163572","","54","","60.097085","results_rect","29781","1.17477","20250","satisfy","1710","15974272","227082","135","complete","11022","108","1","7105","","0","626","155862","0","31131","","","","0.320513","","",""
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_false.dzn","UNKNOWN","1200.274687348865","","","162","","321","","","365","108","","1199.88","results_rect","216","0.112314","","satisfy","62","504315409","28611307","","","145","216","0","0","","0","485","","","","","","0","0.006937","","","57222669"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_true.dzn","SATISFIED","3.624499900266528","","","3515","","11989","","22331","","38","","2.702788","results_rect","10963","0.434752","7486","satisfy","21","862430","22253","87","complete","4216","76","1","0","","0","368","0","0","11609","","","","0.117153","","",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_true.dzn","UNKNOWN","1200.3531783930957","","0.0","675","35656","2094","0.08","","35848","60","0.0","1199.829","results_rect","2040","0.167184","1860","satisfy","18","3632833294","5898817","","","159","120","0","0","","0","3883","","","","190","-1608998976","","0.056","188120","5898817","6086950"
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_true.dzn","SATISFIED","1.5759867383167148","","","3980","","13545","","2606","","40","","0.487063","results_rect","12420","0.505569","8480","satisfy","66","154592","3448","93","complete","4759","80","1","27","","0","393","1115","0","13140","","","","0.129083","","",""
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_true.dzn","UNKNOWN","1200.8318680403754","","","13185","","43730","","4155387","","60","","1198.097522","results_rect","41310","1.46208","26880","satisfy","18","622366511","4151887","153","complete","14529","1860","0","0","","0","2468","0","0","41250","","","","0.43715","","",""
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_false.dzn","SATISFIED","1.4710456589236856","","","3762","","12901","","2606","","38","","0.476062","results_rect","11780","0.499102","8056","satisfy","63","154034","3448","91","complete","4543","76","1","27","","0","387","1110","0","12502","","","","0.124069","","",""
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_false.dzn","UNKNOWN","1200.8121710876003","","","12296","","40639","","4231576","","58","","1198.157378","results_rect","38222","1.43947","25984","satisfy","18","177082391","4228050","151","complete","14077","116","0","0","","0","723","0","0","39904","","","","0.401178","","",""
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","1.567207945510745","","","3087","","10696","","5627","","36","","0.820386","results_rect","9774","0.380806","6264","satisfy","3549","1033847","7841","81","complete","3561","684","1","295","","0","944","10835","0","9738","","","","0.100617","","",""
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp23_false.dzn","SATISFIED","72.96474958583713","","","5995","","20383","","317823","","44","","71.574747","results_rect","18920","0.718422","12276","satisfy","222","61032718","424787","109","complete","6803","1012","1","12131","","0","1407","228759","0","18964","","","","0.186846","","",""
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_false.dzn","SATISFIED","16.08946286700666","","","9204","","30636","","44314","","52","","14.011631","results_rect","28652","1.14944","19500","satisfy","2442","4348227","60955","133","complete","10643","104","1","1715","","0","620","36899","0","30004","","","","0.308333","","",""
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp23_false.dzn","SATISFIED","716.2791271284223","","","5764","","19460","","3374679","","44","","714.912847","results_rect","17996","0.662866","12276","satisfy","21","111627622","3370525","109","complete","6803","88","1","0","","0","484","0","0","18964","","","","0.180786","","",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_true.dzn","SATISFIED","1.589731621555984","","0.0","323","11289","906","0.04","","11404","38","0.0","1.32","results_rect","874","0.110962","760","satisfy","22","8228827","20168","","","93","76","1","0","","0","1617","","","","113","201086323","","0.02","855","20168","21046"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_true.dzn","SATISFIED","0.32321679033339024","","0.0","248","7084","666","0.02","","7178","32","0.0","0.053","results_rect","640","0.102763","544","satisfy","15","534080","1089","","","75","64","1","0","","0","1167","","","","92","-630824129","","0.013","43","1089","1148"
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp26_false.dzn","SATISFIED","10.889977667480707","","","8075","","27015","","37548","","50","","9.217507","results_rect","25175","0.917009","17150","satisfy","1191","2730122","52222","127","complete","9408","100","1","1419","","0","578","27884","0","26425","","","","0.259407","","",""
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_true.dzn","UNKNOWN","1200.6186443846673","","","7675","","25593","","4836997","","50","","1198.849924","results_rect","23875","0.892116","16250","satisfy","16","160556605","4833132","123","complete","8904","100","0","0","","0","556","0","0","25025","","","","0.255693","","",""
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","2.6355484053492546","","","2934","","10085","","11546","","36","","1.813494","results_rect","9162","0.37782","6264","satisfy","2937","679051","15572","81","complete","3561","72","1","331","","0","335","11757","0","9738","","","","0.100218","","",""
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","SATISFIED","3.592085915617645","","","3312","","11390","","22240","","36","","2.714284","results_rect","10368","0.425272","7092","satisfy","19","854276","22165","85","complete","4015","72","1","0","","0","362","0","0","11016","","","","0.11546","","",""
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_false.dzn","UNKNOWN","1200.6935965241864","","","9204","","30636","","4362039","","52","","1198.617464","results_rect","28652","1.07246","19500","satisfy","19","162387101","4352316","133","complete","10643","104","0","0","","0","620","0","0","30004","","","","0.306049","","",""
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_true.dzn","SATISFIED","44.9027202622965","","","6696","","22441","","152425","","48","","43.328037","results_rect","20856","0.763491","14208","satisfy","1124","10732200","201097","117","complete","7827","96","1","6041","","0","517","124771","0","21912","","","","0.21777","","",""
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","1.5405415697023273","","","4420","","15053","","2443","","40","","0.492518","results_rect","13820","0.536208","9440","satisfy","4420","182826","3790","97","complete","5283","80","1","27","","0","421","10300","0","14620","","","","0.143287","","",""
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","SATISFIED","3.60283662378788","","","3312","","11390","","22257","","36","","2.764258","results_rect","10368","0.410358","7092","satisfy","19","854796","22181","85","complete","4015","72","1","0","","0","362","0","0","11016","","","","0.108367","","",""
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","SATISFIED","5.033041620627046","","","108","","213","","","239","72","","4.81669","results_rect","144","0.088702","","satisfy","47","5502465","173558","","","91","144","1","0","","0","323","","","","","","1","0.001866","","","347151"
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_true.dzn","SATISFIED","0.7619670778512955","","","2112","","7334","","1099","","32","","0.130427","results_rect","6592","0.29736","4512","satisfy","2098","66905","1350","69","complete","2603","64","1","81","","0","282","2585","0","7040","","","","0.070774","","",""
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_false.dzn","SATISFIED","623.0673091812059","","","11312","","37440","","1904220","","56","","620.682618","results_rect","35168","1.25809","23912","satisfy","1960","127862407","2397820","145","complete","12975","112","1","62407","","0","692","1142258","0","36736","","","","0.37395","","",""
