"configuration","problem","model","data_file","status","time","nSolutions","flatIntVars","nodes","flatBoolVars","solutions","run","solveTime","randomSeed","baseMem","method","objective","intVars","flatIntConstraints","unifiedVariables","variables","boolVariables","nogoods","flatBoolConstraints","initTime","blockType","trailMem","oracleDecisions","propagations","userDecisions","intVariables","backjumps","evaluatedReifiedConstraints","propagators","paths","evaluatedHalfReifiedConstraints","optTime","peakMem","failures","flatTime","restarts","peakDepth","objectiveBound","extractedViews"
"Huub_free_s+o","","../filters/filter.mzn","../filters/fir_2_2.dzn","OPTIMAL_SOLUTION","0.6685879547148943","4","48","","","","results_filter","0.027623","","","minimize","11","","26","0","","","","","0.00605","complete","","71","5139","1611","24","","","25","0","","","","244","0.167902","1","39","","1"
"Huub_free_s+o","","../filters/filter.mzn","../filters/dfq_1_1.dzn","OPTIMAL_SOLUTION","1.1904293904080987","1","26","","","","results_filter","0.00349","","","minimize","4","","14","0","","","","","0.004311","complete","","0","95","32","18","","","11","0","","","","7","0.263729","0","20","","3"
"Huub_free_s+o","","../filters/filter.mzn","../filters/fir_1_1.dzn","OPTIMAL_SOLUTION","0.5120925018563867","1","25","","","","results_filter","0.055529","","","minimize","18","","26","0","","","","","0.005445","complete","","151","20319","2178","24","","","25","0","","","","2219","0.183662","17","24","","1"
"Huub_free_s+o","","../filters/filter.mzn","../filters/dfq_1_2.dzn","OPTIMAL_SOLUTION","0.4651177255436778","1","26","","","","results_filter","0.00386","","","minimize","6","","14","0","","","","","0.004538","complete","","0","134","44","18","","","11","0","","","","14","0.184649","0","20","","3"
"Huub_free_decomp","","../filters/filter.mzn","../filters/dct_2_2.dzn","OPTIMAL_SOLUTION","602.7389222607017","35","105","","2432","","results_filter","602.096823","","","minimize","18","","2505","0","","","","608","0.033562","complete","","2237591","641906866","2897879","49","","","2497","0","2432","","","2581669","0.274341","123653","3116","","8"
"Huub_vsids_no_gen_bounds","","../filters/filter.mzn","../filters/fir_1_2.dzn","OPTIMAL_SOLUTION","0.48283713683485985","3","33","","","","results_filter","0.047466","","","minimize","15","","26","0","","","","","0.005552","complete","","2330","18541","0","24","","","25","0","","","","1695","0.193471","45","120","","1"
"Huub_free_m+s","","../filters/filter.mzn","../filters/ewf_2_2.dzn","OPTIMAL_SOLUTION","0.5448010936379433","3","77","","","","results_filter","0.024033","","","minimize","18","","57","0","","","","","0.006267","complete","","0","3055","903","35","","","49","0","","","","113","0.175247","0","57","","8"
"gecode","","../filters/filter.mzn","../filters/ar_1_1.dzn","OPTIMAL_SOLUTION","1.0552256694063544","1","33","29","","1","results_filter","0.025995","","","minimize","34","","37","","89","","","","0.015399","","","","562","","","","","39","0","","","","4","0.196069","0","28","",""
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/dct_3_4.dzn","OPTIMAL_SOLUTION","108.11349622346461","3","105","","","","results_filter","107.6865","","","minimize","11","","75","0","","","","","0.007206","complete","","544333","8041834","1326151","97","","","67","0","","","","612371","0.171405","19017","197","","8"
"Huub_free_m+s","","../filters/filter.mzn","../filters/ewf_4_3.dzn","OPTIMAL_SOLUTION","0.5544697428122163","2","77","","","","results_filter","0.011188","","","minimize","17","","57","0","","","","","0.006363","complete","","0","772","180","69","","","49","0","","","","19","0.191107","0","67","","8"
"Huub_user_basic","","../filters/filter.mzn","../filters/ar_2_4.dzn","OPTIMAL_SOLUTION","0.7408456047996879","2","61","","","","results_filter","0.128555","","","minimize","11","","37","0","","","","","0.006069","complete","","0","21818","9297","45","","","33","0","","","","6036","0.174931","0","47","","4"
"Huub_user_decomp","","../filters/filter.mzn","../filters/fir16_1_3.dzn","OPTIMAL_SOLUTION","1.180502544157207","8","52","","754","","results_filter","0.40389","","","minimize","18","","788","0","","","","241","0.014437","complete","","1037","1353296","26912","51","","","787","0","754","","","8086","0.301091","0","175","","1"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/ar_1_1.dzn","OPTIMAL_SOLUTION","0.6002855347469449","1","33","","","","results_filter","0.132636","","","minimize","34","","37","0","","","","","0.005816","complete","","0","46899","5315","29","","","33","0","","","","4915","0.182692","0","29","","4"
"Huub_free_m+o","","../filters/filter.mzn","../filters/dfq_1_1.dzn","OPTIMAL_SOLUTION","0.8221202967688441","1","26","","","","results_filter","0.003481","","","minimize","4","","14","0","","","","","0.004413","complete","","0","95","32","18","","","11","0","","","","7","0.236045","0","20","","3"
"Huub_user_decomp","","../filters/filter.mzn","../filters/dct_1_2.dzn","OPTIMAL_SOLUTION","47.181943874806166","1","73","","1456","","results_filter","46.269411","","","minimize","32","","1529","0","","","","608","0.025908","complete","","1530","49052721","333227","49","","","1521","0","1456","","","328893","0.259855","0","1585","","8"
"Huub_user_s+o","","../filters/filter.mzn","../filters/dct_2_3.dzn","SATISFIED","1200.4922418035567","2","105","","","","results_filter","1199.820045","","","minimize","16","","75","0","","","","","0.007259","complete","","0","67013897","12856551","65","","","67","0","","","","8770751","0.17552","0","76","","8"
"Huub_free_decomp","","../filters/filter.mzn","../filters/dct_1_3.dzn","OPTIMAL_SOLUTION","253.95070821978152","1","73","","1456","","results_filter","253.39966","","","minimize","32","","1529","0","","","","608","0.024123","complete","","1248072","605218926","1775387","65","","","1521","0","1456","","","1518499","0.259093","63163","1616","","8"
"Huub_vsids_decomp","","../filters/filter.mzn","../filters/fir_2_2.dzn","OPTIMAL_SOLUTION","0.8622136050835252","8","48","","508","","results_filter","0.02982","","","minimize","11","","532","0","","","","127","0.011659","complete","","5022","66615","0","24","","","531","0","508","","","168","0.201666","2","649","","1"
"Huub_free_m+s","","../filters/filter.mzn","../filters/dct_4_4.dzn","OPTIMAL_SOLUTION","18.104211930185556","4","105","","","","results_filter","17.297523","","","minimize","10","","75","0","","","","","0.007831","complete","","215113","2987668","444384","97","","","67","0","","","","250792","0.189925","5857","237","","8"
"Huub_vsids_decomp","","../filters/filter.mzn","../filters/ewf_1_2.dzn","OPTIMAL_SOLUTION","0.9677775129675865","3","51","","728","","results_filter","0.468703","","","minimize","28","","783","0","","","","336","0.013691","complete","","19187","2551971","0","35","","","775","0","728","","","13083","0.225948","221","844","","8"
"Huub_vsids_m+o","","../filters/filter.mzn","../filters/dfq_1_1.dzn","OPTIMAL_SOLUTION","0.8233929919078946","1","26","","","","results_filter","0.003725","","","minimize","4","","14","0","","","","","0.004408","complete","","111","1211","0","18","","","11","0","","","","0","0.241471","0","112","","3"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/dct_1_1.dzn","SATISFIED","1200.584632737562","1","57","","","","results_filter","1199.83727","","","minimize","34","","75","0","","","","","0.006954","complete","","0","53756334","5095888","49","","","67","0","","","","5010326","0.172222","0","49","","8"
"Huub_free_m+o","","../filters/filter.mzn","../filters/ewf_1_1.dzn","OPTIMAL_SOLUTION","0.6947797946631908","1","43","","","","results_filter","0.279154","","","minimize","28","","57","0","","","","","0.0061","complete","","4071","106478","6372","35","","","49","0","","","","6091","0.170954","300","35","","8"
"Huub_user_decomp","","../filters/filter.mzn","../filters/fir16_1_1.dzn","OPTIMAL_SOLUTION","21.6274267854169","6","35","","482","","results_filter","21.078659","","","minimize","35","","516","0","","","","241","0.01182","complete","","2892","18741349","208358","34","","","515","0","482","","","207915","0.229159","0","516","","1"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/dct_2_3.dzn","OPTIMAL_SOLUTION","106.08564942330122","3","105","","","","results_filter","105.676877","","","minimize","16","","75","0","","","","","0.008306","complete","","509844","10628635","1112231","65","","","67","0","","","","755090","0.16757","20285","183","","8"
"Huub_vsids_s+o","","../filters/filter.mzn","../filters/dct_2_2.dzn","OPTIMAL_SOLUTION","245.88683207985014","6","105","","","","results_filter","244.423064","","","minimize","18","","75","0","","","","","0.012259","complete","","3733691","21898210","0","49","","","67","0","","","","2917232","0.233527","57595","174","","8"
"chuffed","","../filters/filter.mzn","../filters/fir16_1_1.dzn","OPTIMAL_SOLUTION","79.76271548867226","1","34","862653","482","","results_filter","79.144","-1178747589","0.0","minimize","35","35","515","","7424","7387","835934","241","0.012","","0.02","","686050958","","","26685","482","999","0","","0.005","0.0","835934","0.245444","1","34","",""
"cp-sat","","../filters/filter.mzn","../filters/ar_2_4.dzn","OPTIMAL_SOLUTION","0.8247875338420272","2","61","","","","results_filter","0.012104","","","minimize","11","","37","","","88","","","","","","","506","","","","","","0","","","","16","0.177852","","","11",""
"Huub_vsids_m+s","","../filters/filter.mzn","../filters/ar_1_3.dzn","OPTIMAL_SOLUTION","0.6273610377684236","1","49","","","","results_filter","0.015298","","","minimize","16","","37","0","","","","","0.005855","complete","","651","15080","0","45","","","33","0","","","","44","0.21489","1","124","","4"
"Huub_free_decomp","","../filters/filter.mzn","../filters/ar_1_3.dzn","OPTIMAL_SOLUTION","0.5063755074515939","5","49","","600","","results_filter","0.038567","","","minimize","16","","635","0","","","","180","0.011788","complete","","3614","155512","2214","45","","","631","0","600","","","590","0.199738","3","738","","4"
"cp-sat","","../filters/filter.mzn","../filters/fir_1_1.dzn","OPTIMAL_SOLUTION","0.5782447503879666","1","25","","","","results_filter","0.007274","","","minimize","18","","26","","","23","","","","","","","110","","","","","","0","","","","0","0.174494","","","18",""
"Huub_user_s+o","","../filters/filter.mzn","../filters/dct_3_3.dzn","SATISFIED","1200.9377077659592","3","105","","","","results_filter","1199.815812","","","minimize","14","","75","0","","","","","0.007898","complete","","0","93570298","24444985","97","","","67","0","","","","6363721","0.175826","0","82","","8"
"Huub_user_s+o","","../filters/filter.mzn","../filters/dfq_1_2.dzn","OPTIMAL_SOLUTION","0.4649537168443203","1","26","","","","results_filter","0.003931","","","minimize","6","","14","0","","","","","0.004578","complete","","0","134","44","18","","","11","0","","","","14","0.184509","0","20","","3"
"Huub_vsids_no_gen_bounds","","../filters/filter.mzn","../filters/dct_1_1.dzn","OPTIMAL_SOLUTION","183.32273629307747","5","57","","","","results_filter","182.738609","","","minimize","34","","75","0","","","","","0.007456","complete","","2637861","16037793","0","49","","","67","0","","","","2046032","0.211199","51161","141","","8"
"Huub_free_decomp","","../filters/filter.mzn","../filters/fir16_1_2.dzn","OPTIMAL_SOLUTION","1.07868093252182","13","52","","754","","results_filter","0.079888","","","minimize","19","","788","0","","","","241","0.015588","complete","","12263","261377","2194","34","","","787","0","754","","","613","0.219838","21","961","","1"
"Huub_vsids_m+o","","../filters/filter.mzn","../filters/dct_2_3.dzn","OPTIMAL_SOLUTION","40.305704151280224","4","105","","","","results_filter","39.894225","","","minimize","16","","75","0","","","","","0.007367","complete","","870188","8138889","0","65","","","67","0","","","","627166","0.16929","19010","187","","8"
"Huub_free_s+o","","../filters/filter.mzn","../filters/fir_1_2.dzn","OPTIMAL_SOLUTION","0.4649762697517872","3","33","","","","results_filter","0.024199","","","minimize","15","","26","0","","","","","0.005634","complete","","266","8275","809","24","","","25","0","","","","746","0.166436","40","27","","1"
"cp-sat","","../filters/filter.mzn","../filters/dct_3_3.dzn","SATISFIED","1200.66596963536","1","105","","","","results_filter","0.031998","","","minimize","14","","75","","","136","","","","","","","567","","","","","","0","","","","54","0.178956","","","7",""
"Huub_user_basic","","../filters/filter.mzn","../filters/dct_3_4.dzn","SATISFIED","1200.5732428953052","3","105","","","","results_filter","1199.765613","","","minimize","11","","75","0","","","","","0.009318","complete","","0","95165944","29335778","97","","","67","0","","","","8414903","0.223892","0","83","","8"
"Huub_free_decomp","","../filters/filter.mzn","../filters/ar_1_2.dzn","OPTIMAL_SOLUTION","0.5726404655724764","5","49","","600","","results_filter","0.075605","","","minimize","18","","635","0","","","","180","0.011668","complete","","4546","359099","4521","29","","","631","0","600","","","2502","0.208177","110","705","","4"
"Huub_free_m+s","","../filters/filter.mzn","../filters/fir_1_2.dzn","OPTIMAL_SOLUTION","0.46839227713644505","3","33","","","","results_filter","0.023238","","","minimize","15","","26","0","","","","","0.005167","complete","","266","8272","809","24","","","25","0","","","","746","0.167759","40","27","","1"
"Huub_free_m+o","","../filters/filter.mzn","../filters/fir_2_3.dzn","OPTIMAL_SOLUTION","0.7435407722368836","3","48","","","","results_filter","0.017828","","","minimize","10","","26","0","","","","","0.005125","complete","","195","4099","805","32","","","25","0","","","","180","0.240306","1","131","","1"
"Huub_vsids_s+o","","../filters/filter.mzn","../filters/fir16_1_3.dzn","OPTIMAL_SOLUTION","0.8590820655226707","1","52","","","","results_filter","0.016084","","","minimize","18","","36","0","","","","","0.006465","complete","","398","4646","0","51","","","35","0","","","","140","0.236783","2","119","","1"
"Huub_vsids_decomp","","../filters/filter.mzn","../filters/ewf_2_1.dzn","OPTIMAL_SOLUTION","0.7061968166381121","3","69","","1288","","results_filter","0.021312","","","minimize","21","","1343","0","","","","336","0.02047","complete","","4660","103504","0","35","","","1335","0","1288","","","48","0.272444","1","1523","","8"
"chuffed","","../filters/filter.mzn","../filters/dct_1_3.dzn","SATISFIED","1200.3801991706714","1","80","19428394","1452","","results_filter","1199.72","1455496111","0.0","minimize","32","80","1531","","14438","14356","18843725","606","0.029","","0.05","","7457773531","","","584579","1452","2992","0","","0.019","0.0","18843725","0.277264","1","61","",""
"gecode","","../filters/filter.mzn","../filters/dfq_1_2.dzn","OPTIMAL_SOLUTION","0.39454504009336233","1","26","20","","1","results_filter","0.003873","","","minimize","6","","14","","26","","","","0.000481","","","","90","","","","","18","0","","","","3","0.167725","0","19","",""
"Huub_vsids_m+s","","../filters/filter.mzn","../filters/dct_2_2.dzn","OPTIMAL_SOLUTION","116.45309896860272","12","105","","","","results_filter","115.359962","","","minimize","18","","75","0","","","","","0.007161","complete","","2692005","13263141","0","49","","","67","0","","","","2128754","0.20471","40557","200","","8"
